Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,1 7,,,1 8,,,1 9,,,1 10,,,1 11,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
209,0,-57.4747,-73.2367,435.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,0,-57.3411,-71.5983,435.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,0,-57.1472,-70.008,434.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,0,-57.2605,-68.2679,434.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,0,-57.2866,-66.8067,433.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,0,-57.7822,-64.6461,432.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,0,-57.8441,-63.0678,432.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,0,-58.1627,-61.0997,432.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,0,-58.6496,-59.0159,431.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0,-59.2291,-57.1011,431.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,0,-59.5512,-55.0653,430.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,0,-59.9272,-52.9563,430.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,0,-60.5825,-50.8592,429.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,0,-60.7013,-48.8688,429.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,0,-60.782,-46.9041,428.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,0,-60.4212,-45.049,428.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,0,-60.7714,-42.7478,427.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,0,-60.9266,-40.813,427.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,0,-60.5547,-38.8366,426.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,0,-60.2373,-36.8048,425.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,0,-59.8005,-34.6786,425.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,0,-59.6311,-32.5666,424.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,0,-58.9194,-30.3253,424.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,0,-58.9367,-28.1779,423.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,0,-58.8058,-25.7082,423.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,0,-58.1287,-23.7132,422.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,0,-57.8752,-21.4393,421.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,0,-57.4495,-19.5038,421.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,0,-56.9623,-17.3737,420.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,0,-57.0857,-15.3991,419.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,0,-56.7565,-13.7691,418.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,0,-57.3056,-11.7822,418.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,0,-57.6056,-10.233,417.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,0,-57.5789,-8.9666,416.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,0,-57.82,-7.63748,415.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,0,-57.6194,-6.6254,414.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,0,-57.9159,-5.02191,413.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,0,-58.2101,-3.76021,413.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,0,-58.3105,-2.08747,412.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,0,-57.9915,-0.634187,411.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,0,-57.6668,0.855575,410.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,0,-57.1857,2.40004,410.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,0,-56.6643,3.92449,409.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,0,-56.2332,5.53694,408.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,0,-55.7751,7.07476,407.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,0,-55.151,8.59106,406.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,0,-54.8288,9.943,406.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,0,-54.3361,11.2292,405.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,0,-53.8907,12.3914,404.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,0,-53.3331,13.537,404.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,0,-52.5149,14.8811,403.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
